lag_s,CL->FGBS,CL->FGBM,CL->FGBL,CL->FGBX,CL->FBTP,CL->FOAT,FESX->FGBS,FESX->FGBM,FESX->FGBL,FESX->FGBX,FESX->FBTP,FESX->FOAT,ZN->FGBS,ZN->FGBM,ZN->FGBL,ZN->FGBX,ZN->FBTP,ZN->FOAT
-8,-0.00042102484881036963,9.574358801167559e-05,-0.0010180988408422698,-0.0006400056146640558,-0.0008485743588801129,-0.000991606529835443,0.0007604425799853167,0.000212605724776996,0.0008950577454552858,0.0006023739339928773,0.000617697128445832,0.000621216628176985,0.0013329251254433946,0.001541057105182295,0.002721468324533724,0.0009306077702816081,0.0021509029100049435,0.0010898517778882555
-7,-0.001356638594888039,-0.0013930931239220326,-0.0011918867410439344,-0.0009293944027211257,-0.0010614912942444824,-0.001719051788052755,0.0001251370182683255,0.0007129999210437733,0.0007930692780865927,7.368049483818802e-05,0.001347052701726183,0.0008942516928811935,0.0009949898323479876,0.0013816146227204524,0.0018882334137717814,0.0022563129746643222,0.0014286829237818831,0.001411683084714653
-6,-0.0010009656859551448,-0.001007679923510518,-0.0014990013883277604,-0.0009461780579264265,-0.0013862826647860274,-0.0007586859794685973,0.00016436445965425909,0.00021116297452589703,0.00048250419718158044,-0.0003349966020529405,0.0015843529411345542,0.001241306220106104,0.001585504200763629,0.0007932217228509041,0.002147733936874906,0.0017287647374621812,0.0014174711330141936,0.0015391553673133726
-5,-0.0015669813261464103,-0.0010264630985272645,-0.0016392490684369438,-0.00032602829830059556,-0.0011050563948821874,-0.0011003121140489471,-0.0003088717997520431,0.00043123206157646277,0.00043070552865753,-7.15927286298958e-05,0.0013109677601664414,0.00038063888713091396,0.001808139042244555,0.0023466588555683676,0.002021423982645411,0.0020568141312718837,0.0023487505935508054,0.0022486874882293776
-4,-0.0014034070583441034,-0.0018255795008313535,-0.001557114861210434,-0.001975604023644374,-0.0017516524745499718,-0.0011313212320130449,0.0008797850683681743,0.0011854282300659664,0.000951794700862212,0.0004298815087901543,0.0017327882090634615,0.0018633611524231123,0.0013291821301788282,0.0018221440007143777,0.004085287506558464,0.003497579124880289,0.0034378792778059428,0.0028625871859716354
-3,-0.0012433171798273007,-0.002189023069219693,-0.003702903043015665,-0.001976947777558619,-0.002937498263203711,-0.00270002944656989,0.0005981981654718398,0.0012246266047680136,0.0016743685101360019,0.001043768234852932,0.002883683380632815,0.002053522578944596,0.001473136570264527,0.0020231982858521422,0.0042252849656291185,0.0017694233452444769,0.003591566133896422,0.002717844470258741
-2,-0.0027377601680425648,-0.003586205171221127,-0.005203857543537634,-0.003204966964022865,-0.00439649575871124,-0.0037333141068325473,0.0005540221940861875,0.0023437537152590205,0.003022117355517144,0.0024646170716432257,0.004997122293128934,0.003988468277251306,0.0027316562652171354,0.004634455447639084,0.0066517473874183625,0.004347406745295963,0.005733307524267387,0.00437046349131659
-1,-0.0039381781753617265,-0.006513060618986632,-0.008497169677825758,-0.005171259514485659,-0.007409455993929509,-0.0069823709816614265,0.0023077930278492696,0.0030305302974843453,0.006819693091014054,0.0032138800736372496,0.009866871828722775,0.006464789430688747,0.006066011192907875,0.008493274043500532,0.012770548659311166,0.00862436502220488,0.010061186419044492,0.008964891140386384
0,-0.018324897779425933,-0.024385079048106363,-0.03867838219061821,-0.023474926760579686,-0.0381511999951991,-0.03317518028671595,0.010591156415122042,0.012581349297684397,0.018434382845663438,0.010898955543936724,0.033051136893655894,0.0264422593735071,0.045699845590856415,0.06571369310774067,0.10193607569659607,0.07175756107747537,0.07676911705978728,0.07199100448903212
1,-0.010968178442351538,-0.01369508475739499,-0.021373295274823904,-0.016137271974888942,-0.021292413582289563,-0.020966690580265245,0.0023990005384751686,0.002544308369503189,0.003650652044997817,0.0029969344165005456,0.010997863769331708,0.009567395660566096,0.011835372845433609,0.014698262364041313,0.021746185386729303,0.02123629299951157,0.021644510133125034,0.0233385896473604
2,-0.005855143414459828,-0.006924813401358437,-0.009835326716912784,-0.009838696525617485,-0.011089414245555637,-0.011571551887618353,0.0010374553578235378,0.0005703244732860916,0.0014282423828107656,0.002036909478382478,0.005434998348667384,0.00560612970059499,0.006392693527647492,0.008337282590262892,0.009416605668281413,0.011837053253855794,0.010786595961254388,0.011363793175381108
3,-0.004286102562973005,-0.005611237020350078,-0.007533406411893095,-0.007414973185921962,-0.007105587144441949,-0.008102154098169199,0.0005566656304007933,0.0001105558526023488,-0.00041072228028581423,0.0006418717394485705,0.0041065532294584,0.003367935310929027,0.00525772031820816,0.005728195583688916,0.007447551188347635,0.008355487756714075,0.006457331945406591,0.008681068113833734
